vg_image_id	vg_image_name	vg_object_id	vg_obj_name	bbox_xywh	vg_synset	vg_cat
2410353	2410353.jpg	219751	rug	[1, 267, 411, 203]	furnishing.n.02	instrumentality, instrumentation
2410356	2410356.jpg	219686	bun	[36, 218, 284, 199]	baked_goods.n.01	food, solid food
2410358	2410358.jpg	219615	lady	[163, 124, 136, 376]	woman.n.01	person
2410359	2410359.jpg	219584	table	[44, 178, 414, 196]	furnishing.n.02	instrumentality, instrumentation
2410360	2410360.jpg	3806204	cat	[20, 59, 442, 313]	feline.n.01	animal
2410369	2410369.jpg	219297	skier	[71, 19, 302, 331]	athlete.n.01	person
2410370	2410370.jpg	219272	catcher	[2, 123, 498, 208]	athlete.n.01	person
2410371	2410371.jpg	219265	sauce	[71, 1, 428, 286]	foodstuff.n.02	food, nutrient
2410375	2410375.jpg	1087036	shirt	[218, 149, 281, 182]	shirt.n.01	article of clothing
2410376	2410376.jpg	219139	pizza	[1, 1, 430, 200]	dish.n.02	food, nutrient
2410381	2410381.jpg	218958	horse	[102, 89, 272, 409]	horse.n.01	animal
2410383	2410383.jpg	1087003	lobster	[79, 53, 229, 220]	aircraft.n.01	vehicle
2410391	2410391.jpg	1863266	skier	[146, 37, 235, 168]	athlete.n.01	person
2410392	2410392.jpg	218754	bench	[80, 111, 397, 227]	furnishing.n.02	instrumentality, instrumentation
2410398	2410398.jpg	218677	woman	[135, 12, 181, 321]	woman.n.01	person
2410403	2410403.jpg	218583	bench	[40, 335, 291, 163]	furnishing.n.02	instrumentality, instrumentation
2410404	2410404.jpg	218532	motorcycle	[20, 14, 459, 359]	motorcycle.n.01	vehicle
2410407	2410407.jpg	218455	helicopter	[11, 89, 476, 139]	aircraft.n.01	vehicle
2410415	2410415.jpg	218213	cheese	[77, 15, 411, 360]	foodstuff.n.02	food, nutrient
2410417	2410417.jpg	647929	dugout	[239, 58, 261, 115]	shelter.n.01	structure, construction
2410419	2410419.jpg	218086	coat	[146, 92, 232, 281]	overgarment.n.01	article of clothing
2410421	2410421.jpg	218031	woman	[61, 76, 199, 194]	woman.n.01	person
2410426	2410426.jpg	217918	motorcycle	[214, 90, 230, 213]	motorcycle.n.01	vehicle
2410428	2410428.jpg	217868	woman	[193, 62, 142, 270]	woman.n.01	person
2410429	2410429.jpg	217826	boy	[115, 81, 184, 265]	male_child.n.01	person
2410430	2410430.jpg	217807	cabinet	[31, 83, 337, 225]	furnishing.n.02	instrumentality, instrumentation
2410433	2410433.jpg	217742	horse	[33, 100, 246, 253]	horse.n.01	animal
2410442	2410442.jpg	217502	boat	[97, 65, 173, 399]	boat.n.01	vehicle
2410450	2410450.jpg	1619318	bench	[150, 281, 181, 218]	furnishing.n.02	instrumentality, instrumentation
2410453	2410453.jpg	217133	guy	[225, 130, 158, 245]	man.n.01	person
2410456	2410456.jpg	217067	cow	[71, 80, 328, 274]	ungulate.n.01	animal
2410459	2410459.jpg	217032	boy	[24, 23, 257, 475]	male_child.n.01	person
2410462	2410462.jpg	216924	salad	[1, 78, 498, 255]	dish.n.02	food, nutrient
2410468	2410468.jpg	3806075	lady	[54, 3, 432, 492]	woman.n.01	person
2410481	2410481.jpg	216438	sandwich	[97, 38, 302, 176]	dish.n.02	food, nutrient
2410482	2410482.jpg	216405	man	[246, 30, 173, 341]	man.n.01	person
2410483	2410483.jpg	216385	boy	[74, 118, 182, 341]	male_child.n.01	person
2410489	2410489.jpg	216210	shirt	[79, 118, 200, 249]	shirt.n.01	article of clothing
2410490	2410490.jpg	1086845	dugout	[1, 8, 498, 149]	shelter.n.01	structure, construction
2410495	2410495.jpg	216101	pizza	[12, 187, 321, 207]	dish.n.02	food, nutrient
2410496	2410496.jpg	216089	man	[1, 167, 124, 332]	man.n.01	person
2410505	2410505.jpg	215912	desk	[1, 133, 497, 241]	furnishing.n.02	instrumentality, instrumentation
2410513	2410513.jpg	215664	shirt	[0, 136, 250, 238]	shirt.n.01	article of clothing
2410517	2410517.jpg	215570	house	[344, 50, 155, 222]	house.n.01	structure, construction
2410526	2410526.jpg	215380	grill	[0, 188, 371, 313]	restaurant.n.01	structure, construction
2410528	2410528.jpg	215315	giraffe	[137, 9, 321, 365]	ungulate.n.01	animal
2410548	2410548.jpg	214952	plane	[113, 125, 385, 172]	aircraft.n.01	vehicle
2410549	2410549.jpg	214935	child	[16, 72, 426, 248]	child.n.01	person
2410554	2410554.jpg	214842	table	[0, 52, 500, 322]	furnishing.n.02	instrumentality, instrumentation
2410557	2410557.jpg	214755	boy	[79, 45, 177, 208]	male_child.n.01	person
2410561	2410561.jpg	214637	spatula	[1, 163, 393, 119]	kitchen_utensil.n.01	instrumentality, instrumentation
2410566	2410566.jpg	214528	salad	[205, 73, 226, 217]	dish.n.02	food, nutrient
2410567	2410567.jpg	214494	aircraft	[15, 146, 334, 139]	aircraft.n.01	vehicle
2410570	2410570.jpg	3805959	woman	[142, 122, 358, 377]	woman.n.01	person
2410577	2410577.jpg	214373	bread	[79, 149, 259, 225]	baked_goods.n.01	food, solid food
2410579	2410579.jpg	214296	woman	[72, 53, 106, 361]	woman.n.01	person
2410582	2410582.jpg	1086504	woman	[102, 194, 135, 305]	woman.n.01	person
2410585	2410585.jpg	214128	horse	[0, 56, 182, 277]	horse.n.01	animal
2410586	2410586.jpg	214109	train	[0, 0, 498, 260]	train.n.01	vehicle
2410593	2410593.jpg	213971	cat	[44, 28, 298, 328]	feline.n.01	animal
2410596	2410596.jpg	647732	train	[128, 85, 370, 168]	train.n.01	vehicle
2410599	2410599.jpg	213863	woman	[1, 135, 273, 264]	woman.n.01	person
2410601	2410601.jpg	213823	apple	[101, 132, 233, 206]	edible_fruit.n.01	food, nutrient
2410605	2410605.jpg	213765	cat	[155, 116, 345, 160]	feline.n.01	animal
2410607	2410607.jpg	213668	table	[1, 113, 499, 261]	furnishing.n.02	instrumentality, instrumentation
2410614	2410614.jpg	213521	bread	[0, 115, 438, 153]	baked_goods.n.01	food, solid food
2410617	2410617.jpg	3805853	house	[50, 116, 281, 185]	house.n.01	structure, construction
2410625	2410625.jpg	1086309	zebra	[123, 90, 293, 203]	ungulate.n.01	animal
2410626	2410626.jpg	213261	counter	[0, 181, 373, 319]	furnishing.n.02	instrumentality, instrumentation
2410627	2410627.jpg	213215	man	[145, 1, 301, 330]	man.n.01	person
2410628	2410628.jpg	213202	house	[1, 1, 373, 441]	house.n.01	structure, construction
2410635	2410635.jpg	213009	bed	[108, 76, 261, 287]	furnishing.n.02	instrumentality, instrumentation
2410637	2410637.jpg	212992	bed	[0, 341, 312, 159]	furnishing.n.02	instrumentality, instrumentation
2410647	2410647.jpg	212727	child	[53, 0, 446, 374]	child.n.01	person
2410659	2410659.jpg	212421	lady	[7, 39, 172, 294]	woman.n.01	person
2410665	2410665.jpg	212263	couch	[129, 115, 246, 307]	furnishing.n.02	instrumentality, instrumentation
2410672	2410672.jpg	647619	scooter	[195, 95, 251, 170]	boat.n.01	vehicle
2410676	2410676.jpg	211985	t-shirt	[48, 143, 181, 190]	shirt.n.01	article of clothing
2410677	2410677.jpg	211980	curtain	[2, 1, 85, 428]	furnishing.n.02	instrumentality, instrumentation
2410688	2410688.jpg	211682	truck	[100, 0, 400, 138]	truck.n.01	vehicle
2410709	2410709.jpg	362734	girl	[92, 0, 238, 487]	woman.n.01	person
2410716	2410716.jpg	1085988	motorcycle	[6, 84, 440, 248]	motorcycle.n.01	vehicle
2410720	2410720.jpg	362687	sweater	[6, 143, 274, 232]	shirt.n.01	article of clothing
2410723	2410723.jpg	362645	man	[289, 39, 184, 274]	man.n.01	person
2410725	2410725.jpg	1085907	horse	[10, 141, 271, 244]	horse.n.01	animal
2410728	2410728.jpg	1085893	train	[1, 1, 424, 337]	train.n.01	vehicle
2410731	2410731.jpg	321741	bed	[0, 52, 500, 320]	furnishing.n.02	instrumentality, instrumentation
2410736	2410736.jpg	1085840	train	[58, 92, 395, 173]	train.n.01	vehicle
2410742	2410742.jpg	1085760	boat	[121, 88, 138, 286]	boat.n.01	vehicle
2410743	2410743.jpg	362441	pizza	[35, 107, 417, 191]	dish.n.02	food, nutrient
2410744	2410744.jpg	1085715	bird	[174, 11, 302, 216]	bird.n.01	animal
2410749	2410749.jpg	321620	bed	[1, 77, 373, 423]	furnishing.n.02	instrumentality, instrumentation
2410753	2410753.jpg	321543	desk	[0, 259, 436, 113]	furnishing.n.02	instrumentality, instrumentation
2410754	2410754.jpg	321491	woman	[163, 71, 144, 302]	woman.n.01	person
2410759	2410759.jpg	320904	curtain	[186, 0, 116, 376]	furnishing.n.02	instrumentality, instrumentation
2410763	2410763.jpg	320801	bowl	[122, 198, 251, 134]	vessel.n.03	instrumentality, instrumentation
2410764	2410764.jpg	320760	woman	[253, 1, 247, 253]	woman.n.01	person
2410766	2410766.jpg	320676	woman	[236, 59, 234, 274]	woman.n.01	person
2410767	2410767.jpg	1085620	dugout	[0, 0, 499, 139]	shelter.n.01	structure, construction
2410769	2410769.jpg	1085581	furniture	[48, 162, 368, 212]	furnishing.n.02	instrumentality, instrumentation
2410770	2410770.jpg	320645	man	[0, 238, 373, 239]	man.n.01	person
2410771	2410771.jpg	362389	cat	[166, 33, 331, 299]	feline.n.01	animal
2410780	2410780.jpg	1085392	giraffe	[239, 39, 188, 222]	ungulate.n.01	animal
2410783	2410783.jpg	320499	man	[35, 50, 258, 318]	man.n.01	person
2410787	2410787.jpg	362302	cat	[0, 47, 375, 426]	feline.n.01	animal
2410788	2410788.jpg	320435	bench	[90, 78, 354, 205]	furnishing.n.02	instrumentality, instrumentation
2410790	2410790.jpg	320389	chair	[100, 53, 230, 432]	furnishing.n.02	instrumentality, instrumentation
2410791	2410791.jpg	362280	desk	[0, 217, 295, 115]	furnishing.n.02	instrumentality, instrumentation
2410792	2410792.jpg	320341	carpet	[0, 368, 333, 128]	furnishing.n.02	instrumentality, instrumentation
2410793	2410793.jpg	1085339	pizza	[0, 156, 374, 343]	dish.n.02	food, nutrient
2410801	2410801.jpg	362261	shirt	[295, 122, 178, 224]	shirt.n.01	article of clothing
2410804	2410804.jpg	362221	jet	[74, 68, 252, 271]	aircraft.n.01	vehicle
2410808	2410808.jpg	320248	pot	[189, 101, 299, 222]	kitchen_utensil.n.01	instrumentality, instrumentation
2410810	2410810.jpg	320221	automobile	[10, 67, 474, 296]	car.n.01	vehicle
2410811	2410811.jpg	320189	curtain	[0, 1, 147, 499]	furnishing.n.02	instrumentality, instrumentation
2410816	2410816.jpg	362153	woman	[75, 32, 186, 464]	woman.n.01	person
2410817	2410817.jpg	362112	dog	[93, 73, 293, 382]	dog.n.01	animal
2410821	2410821.jpg	320105	girl	[261, 24, 122, 308]	woman.n.01	person
2410823	2410823.jpg	320073	buffalo	[58, 13, 365, 218]	ungulate.n.01	animal
2410831	2410831.jpg	319977	pizza	[125, 0, 248, 174]	dish.n.02	food, nutrient
2410833	2410833.jpg	362061	bench	[1, 218, 331, 282]	furnishing.n.02	instrumentality, instrumentation
2410834	2410834.jpg	362027	boy	[280, 45, 212, 289]	male_child.n.01	person
2410839	2410839.jpg	319903	bed	[201, 99, 298, 187]	furnishing.n.02	instrumentality, instrumentation
2410840	2410840.jpg	319875	dog	[88, 32, 320, 249]	dog.n.01	animal
2410841	2410841.jpg	319855	cheeseburger	[177, 93, 235, 231]	dish.n.02	food, nutrient
2410842	2410842.jpg	319809	truck	[40, 109, 354, 199]	truck.n.01	vehicle
2410847	2410847.jpg	319717	boy	[117, 97, 142, 402]	male_child.n.01	person
2410848	2410848.jpg	319694	dog	[72, 102, 265, 245]	dog.n.01	animal
2410850	2410850.jpg	319659	boat	[7, 104, 473, 148]	boat.n.01	vehicle
2410853	2410853.jpg	1084991	chair	[136, 213, 235, 285]	furnishing.n.02	instrumentality, instrumentation
2410864	2410864.jpg	361870	child	[86, 27, 256, 313]	child.n.01	person
2410876	2410876.jpg	361780	pancake	[223, 208, 276, 225]	baked_goods.n.01	food, solid food
2410877	2410877.jpg	319508	train	[41, 96, 258, 178]	train.n.01	vehicle
2410884	2410884.jpg	319360	bathtub	[0, 72, 492, 214]	vessel.n.03	instrumentality, instrumentation
2410886	2410886.jpg	1084809	train	[139, 90, 267, 190]	train.n.01	vehicle
2410887	2410887.jpg	361706	table	[1, 327, 372, 172]	furnishing.n.02	instrumentality, instrumentation
2410888	2410888.jpg	319335	child	[59, 100, 171, 232]	child.n.01	person
2410889	2410889.jpg	361670	truck	[127, 16, 358, 286]	truck.n.01	vehicle
2410890	2410890.jpg	1084793	tub	[12, 181, 344, 292]	vessel.n.03	instrumentality, instrumentation
2410891	2410891.jpg	319265	bird	[96, 114, 269, 185]	bird.n.01	animal
2410907	2410907.jpg	361549	woman	[130, 18, 207, 313]	woman.n.01	person
2410909	2410909.jpg	319017	boat	[100, 3, 265, 302]	boat.n.01	vehicle
2410911	2410911.jpg	319002	girl	[189, 80, 310, 257]	woman.n.01	person
2410912	2410912.jpg	318967	woman	[25, 43, 231, 457]	woman.n.01	person
2410918	2410918.jpg	361505	bed	[8, 130, 438, 244]	furnishing.n.02	instrumentality, instrumentation
2410928	2410928.jpg	1084483	spreader	[14, 72, 409, 182]	tool.n.01	tool
2410931	2410931.jpg	361463	shirt	[0, 142, 234, 191]	shirt.n.01	article of clothing
2410932	2410932.jpg	318742	cat	[292, 42, 196, 213]	feline.n.01	animal
2410934	2410934.jpg	361429	batter's	[88, 12, 330, 395]	athlete.n.01	person
2410937	2410937.jpg	318664	t-shirt	[121, 246, 158, 222]	shirt.n.01	article of clothing
2410938	2410938.jpg	318626	woman	[66, 22, 150, 352]	woman.n.01	person
2410947	2410947.jpg	318526	bird	[125, 87, 209, 196]	bird.n.01	animal
2410948	2410948.jpg	318518	desk	[3, 58, 320, 236]	furnishing.n.02	instrumentality, instrumentation
2410950	2410950.jpg	361342	mouse	[278, 33, 188, 261]	rodent.n.01	animal
2410951	2410951.jpg	1084341	bun	[71, 120, 358, 205]	baked_goods.n.01	food, solid food
2410956	2410956.jpg	1084305	bench	[0, 245, 364, 129]	furnishing.n.02	instrumentality, instrumentation
2410958	2410958.jpg	1084293	bed	[109, 133, 390, 200]	furnishing.n.02	instrumentality, instrumentation
2410959	2410959.jpg	1084277	cake	[10, 37, 345, 331]	baked_goods.n.01	food, solid food
2410967	2410967.jpg	318298	dog	[185, 0, 315, 169]	dog.n.01	animal
2410969	2410969.jpg	318244	bull	[34, 102, 296, 201]	ungulate.n.01	animal
2410970	2410970.jpg	647465	girl	[103, 68, 193, 259]	woman.n.01	person
2410972	2410972.jpg	361293	lady	[33, 74, 138, 410]	woman.n.01	person
2410974	2410974.jpg	361290	seat	[5, 120, 269, 371]	furnishing.n.02	instrumentality, instrumentation
2410976	2410976.jpg	361257	counter	[0, 185, 332, 143]	furnishing.n.02	instrumentality, instrumentation
2410980	2410980.jpg	2169062	donut	[123, 64, 252, 236]	baked_goods.n.01	food, solid food
2410982	2410982.jpg	318063	car	[2, 54, 289, 122]	car.n.01	vehicle
2410984	2410984.jpg	361210	airplane	[3, 86, 372, 122]	aircraft.n.01	vehicle
2410990	2410990.jpg	1084088	sheep	[137, 9, 362, 154]	ungulate.n.01	animal
2410998	2410998.jpg	1083958	cheese	[89, 14, 409, 165]	foodstuff.n.02	food, nutrient
2410999	2410999.jpg	3814271	airplane	[30, 50, 429, 249]	aircraft.n.01	vehicle
2411000	2411000.jpg	3814270	lady	[91, 167, 129, 332]	woman.n.01	person
2411009	2411009.jpg	317716	plane	[0, 85, 456, 231]	aircraft.n.01	vehicle
2411012	2411012.jpg	361075	cat	[138, 99, 236, 348]	feline.n.01	animal
2411017	2411017.jpg	317620	bench	[16, 126, 450, 372]	furnishing.n.02	instrumentality, instrumentation
2411023	2411023.jpg	360987	sheep	[33, 53, 263, 179]	ungulate.n.01	animal
2411025	2411025.jpg	3814255	cake	[94, 52, 301, 259]	baked_goods.n.01	food, solid food
2411026	2411026.jpg	360958	plane	[68, 141, 431, 126]	aircraft.n.01	vehicle
2411027	2411027.jpg	360936	tie	[12, 67, 297, 432]	neckwear.n.01	article of clothing
2411029	2411029.jpg	360931	zebra	[290, 182, 195, 305]	ungulate.n.01	animal
2411030	2411030.jpg	647428	bowl	[72, 78, 337, 241]	vessel.n.03	instrumentality, instrumentation
2411037	2411037.jpg	360879	horse	[31, 58, 399, 269]	horse.n.01	animal
2411043	2411043.jpg	1083480	table	[0, 148, 500, 227]	furnishing.n.02	instrumentality, instrumentation
2411048	2411048.jpg	1083412	train	[8, 61, 238, 247]	train.n.01	vehicle
2411056	2411056.jpg	317185	cat	[82, 12, 417, 292]	feline.n.01	animal
2411058	2411058.jpg	360791	counter	[80, 282, 420, 93]	furnishing.n.02	instrumentality, instrumentation
2411063	2411063.jpg	317118	child	[200, 63, 219, 301]	child.n.01	person
2411067	2411067.jpg	1083188	bed	[80, 200, 420, 175]	furnishing.n.02	instrumentality, instrumentation
2411070	2411070.jpg	317040	mouse	[134, 170, 292, 137]	rodent.n.01	animal
2411072	2411072.jpg	317017	dog	[134, 98, 359, 149]	dog.n.01	animal
2411078	2411078.jpg	316963	cabinet	[0, 47, 313, 97]	furnishing.n.02	instrumentality, instrumentation
2411079	2411079.jpg	316928	tub	[0, 0, 276, 136]	vessel.n.03	instrumentality, instrumentation
2411082	2411082.jpg	316882	shirt	[19, 290, 258, 210]	shirt.n.01	article of clothing
2411084	2411084.jpg	316843	car	[0, 146, 224, 244]	car.n.01	vehicle
2411086	2411086.jpg	1082972	bread	[59, 25, 395, 170]	baked_goods.n.01	food, solid food
2411090	2411090.jpg	360610	girl	[97, 30, 315, 302]	woman.n.01	person
2411093	2411093.jpg	1082866	man	[178, 131, 243, 167]	man.n.01	person
2411103	2411103.jpg	360540	kid	[111, 16, 203, 262]	child.n.01	person
2411104	2411104.jpg	316700	sheep	[0, 111, 498, 220]	ungulate.n.01	animal
2411107	2411107.jpg	360512	cat	[23, 122, 440, 126]	feline.n.01	animal
2411116	2411116.jpg	316620	cup	[46, 0, 167, 231]	crockery.n.01	tableware
2411117	2411117.jpg	316610	woman	[20, 302, 205, 198]	woman.n.01	person
2411120	2411120.jpg	1082564	aircraft	[4, 38, 297, 323]	aircraft.n.01	vehicle
2411121	2411121.jpg	316534	pizza	[0, 267, 375, 233]	dish.n.02	food, nutrient
2411122	2411122.jpg	1082528	bridge	[4, 344, 328, 154]	bridge.n.01	structure, construction
2411125	2411125.jpg	3814191	lady	[0, 116, 239, 217]	woman.n.01	person
2411126	2411126.jpg	1082469	curtain	[21, 13, 211, 388]	furnishing.n.02	instrumentality, instrumentation
2411132	2411132.jpg	1082384	curtain	[21, 4, 116, 421]	furnishing.n.02	instrumentality, instrumentation
2411137	2411137.jpg	316373	plane	[37, 192, 298, 132]	aircraft.n.01	vehicle
2411139	2411139.jpg	316331	bench	[83, 0, 417, 176]	furnishing.n.02	instrumentality, instrumentation
2411144	2411144.jpg	316273	plane	[22, 70, 454, 161]	aircraft.n.01	vehicle
2411145	2411145.jpg	1082271	cake	[83, 107, 171, 239]	baked_goods.n.01	food, solid food
2411147	2411147.jpg	1082261	motorbike	[222, 154, 233, 167]	motorcycle.n.01	vehicle
2411148	2411148.jpg	316245	boy	[99, 37, 243, 462]	male_child.n.01	person
2411173	2411173.jpg	1082031	horse	[147, 54, 193, 279]	horse.n.01	animal
2411177	2411177.jpg	1082006	horse	[33, 100, 240, 255]	horse.n.01	animal
2411178	2411178.jpg	1081998	coat	[93, 154, 187, 276]	overgarment.n.01	article of clothing
2411179	2411179.jpg	315746	airplane	[49, 71, 394, 207]	aircraft.n.01	vehicle
2411182	2411182.jpg	315662	motorcycle	[135, 85, 220, 160]	motorcycle.n.01	vehicle
2411183	2411183.jpg	315620	horse	[142, 24, 173, 271]	horse.n.01	animal
2411185	2411185.jpg	1081974	ferry	[21, 149, 272, 140]	boat.n.01	vehicle
2411186	2411186.jpg	315568	dugout	[0, 91, 500, 198]	shelter.n.01	structure, construction
2411188	2411188.jpg	315523	streetlight	[1, 198, 131, 299]	lamp.n.01	instrumentality, instrumentation
2411189	2411189.jpg	1081920	chick	[49, 71, 115, 408]	bird.n.01	animal
2411192	2411192.jpg	315442	horse	[130, 7, 176, 330]	horse.n.01	animal
2411194	2411194.jpg	360148	train	[123, 172, 344, 161]	train.n.01	vehicle
2411196	2411196.jpg	3814087	bird	[116, 30, 160, 260]	bird.n.01	animal
2411197	2411197.jpg	315339	train	[99, 73, 378, 130]	train.n.01	vehicle
2411200	2411200.jpg	315258	woman	[63, 116, 159, 384]	woman.n.01	person
2411204	2411204.jpg	1081816	girl	[32, 10, 266, 490]	woman.n.01	person
2411205	2411205.jpg	315152	bed	[63, 89, 436, 285]	furnishing.n.02	instrumentality, instrumentation
2411207	2411207.jpg	360140	cat	[0, 63, 398, 311]	feline.n.01	animal
2411208	2411208.jpg	315109	bowl	[80, 35, 325, 319]	vessel.n.03	instrumentality, instrumentation
2411213	2411213.jpg	315013	couch	[63, 93, 399, 230]	furnishing.n.02	instrumentality, instrumentation
2411215	2411215.jpg	1081730	car	[1, 0, 499, 177]	car.n.01	vehicle
2411225	2411225.jpg	1081645	carpet	[0, 243, 500, 89]	furnishing.n.02	instrumentality, instrumentation
2411230	2411230.jpg	1081599	zebra	[19, 37, 159, 446]	ungulate.n.01	animal
2411233	2411233.jpg	314733	cat	[119, 0, 381, 258]	feline.n.01	animal
2411237	2411237.jpg	1081521	horse	[13, 99, 305, 226]	horse.n.01	animal
2411243	2411243.jpg	314597	sandwich	[105, 170, 367, 160]	dish.n.02	food, nutrient
2411246	2411246.jpg	1081450	guy	[34, 54, 220, 269]	man.n.01	person
2411247	2411247.jpg	314521	truck	[1, 22, 342, 341]	truck.n.01	vehicle
2411257	2411257.jpg	314382	giraffe	[1, 63, 286, 224]	ungulate.n.01	animal
2411258	2411258.jpg	314361	salad	[129, 78, 254, 187]	dish.n.02	food, nutrient
2411262	2411262.jpg	359921	zebra	[136, 36, 310, 364]	ungulate.n.01	animal
2411266	2411266.jpg	359895	kid	[70, 12, 128, 312]	child.n.01	person
2411268	2411268.jpg	314236	girl	[134, 48, 139, 411]	woman.n.01	person
2411269	2411269.jpg	314197	airplane	[11, 113, 488, 142]	aircraft.n.01	vehicle
2411286	2411286.jpg	314008	donut	[202, 25, 252, 158]	baked_goods.n.01	food, solid food
2411288	2411288.jpg	359832	girl	[90, 11, 315, 323]	woman.n.01	person
2411294	2411294.jpg	1081089	airplane	[46, 74, 413, 92]	aircraft.n.01	vehicle
2411295	2411295.jpg	1081044	train	[0, 103, 343, 123]	train.n.01	vehicle
2411303	2411303.jpg	313753	bridge	[0, 175, 500, 158]	bridge.n.01	structure, construction
2411306	2411306.jpg	313677	chair	[6, 25, 303, 350]	furnishing.n.02	instrumentality, instrumentation
2411308	2411308.jpg	313634	turban	[55, 0, 341, 230]	headdress.n.01	article of clothing
2411314	2411314.jpg	313509	motorcycle	[192, 136, 270, 237]	motorcycle.n.01	vehicle
2411317	2411317.jpg	313439	shirt	[111, 146, 196, 228]	shirt.n.01	article of clothing
2411323	2411323.jpg	1080948	bridge	[7, 190, 492, 142]	bridge.n.01	structure, construction
2411325	2411325.jpg	1080933	truck	[181, 116, 217, 188]	truck.n.01	vehicle
2411326	2411326.jpg	313298	skateboarder	[155, 31, 188, 228]	athlete.n.01	person
2411328	2411328.jpg	313263	motorcycle	[103, 111, 281, 176]	motorcycle.n.01	vehicle
2411338	2411338.jpg	359739	table	[0, 238, 375, 260]	furnishing.n.02	instrumentality, instrumentation
2411340	2411340.jpg	1080767	boy	[344, 0, 146, 376]	male_child.n.01	person
2411342	2411342.jpg	1080734	van	[281, 167, 217, 190]	truck.n.01	vehicle
2411352	2411352.jpg	312938	shirt	[118, 198, 315, 135]	shirt.n.01	article of clothing
2411354	2411354.jpg	359693	shirt	[6, 109, 297, 205]	shirt.n.01	article of clothing
2411356	2411356.jpg	1080663	couch	[318, 2, 178, 370]	furnishing.n.02	instrumentality, instrumentation
2411357	2411357.jpg	647370	dog	[0, 37, 255, 295]	dog.n.01	animal
2411358	2411358.jpg	1080636	giraffe	[288, 0, 87, 500]	ungulate.n.01	animal
2411361	2411361.jpg	312901	man	[0, 47, 325, 423]	man.n.01	person
2411368	2411368.jpg	312877	shirt	[6, 196, 493, 85]	shirt.n.01	article of clothing
2411370	2411370.jpg	1080490	bridge	[0, 258, 499, 241]	bridge.n.01	structure, construction
2411373	2411373.jpg	312828	rice	[29, 158, 296, 300]	foodstuff.n.02	food, nutrient
2411388	2411388.jpg	312597	woman	[69, 56, 170, 380]	woman.n.01	person
2411392	2411392.jpg	312561	desk	[0, 210, 496, 163]	furnishing.n.02	instrumentality, instrumentation
2411402	2411402.jpg	1080237	dog	[93, 60, 344, 230]	dog.n.01	animal
2411413	2411413.jpg	1080159	salad	[19, 21, 266, 167]	dish.n.02	food, nutrient
2411414	2411414.jpg	312262	skier	[68, 149, 182, 318]	athlete.n.01	person
2411417	2411417.jpg	359390	zebra	[10, 78, 266, 277]	ungulate.n.01	animal
2411419	2411419.jpg	2643448	train	[0, 106, 437, 94]	train.n.01	vehicle
2411424	2411424.jpg	312132	airplane	[0, 16, 494, 215]	aircraft.n.01	vehicle
2411425	2411425.jpg	647296	man	[97, 37, 137, 448]	man.n.01	person
2411429	2411429.jpg	2907585	train	[129, 131, 245, 212]	train.n.01	vehicle
2411430	2411430.jpg	3163013	coat	[49, 214, 357, 117]	overgarment.n.01	article of clothing
2411435	2411435.jpg	311999	man	[73, 141, 191, 235]	man.n.01	person
2411437	2411437.jpg	1079911	cabinet	[163, 247, 175, 253]	furnishing.n.02	instrumentality, instrumentation
2411442	2411442.jpg	359352	horse	[28, 169, 184, 297]	horse.n.01	animal
2411446	2411446.jpg	1079760	bench	[1, 123, 445, 136]	furnishing.n.02	instrumentality, instrumentation
2411448	2411448.jpg	311764	cheese	[57, 78, 407, 265]	foodstuff.n.02	food, nutrient
2411449	2411449.jpg	311739	bed	[115, 32, 385, 342]	furnishing.n.02	instrumentality, instrumentation
2411456	2411456.jpg	1079665	jacket	[48, 66, 197, 171]	overgarment.n.01	article of clothing
2411467	2411467.jpg	1079593	dog	[52, 64, 422, 297]	dog.n.01	animal
2411470	2411470.jpg	311376	horse	[67, 163, 412, 272]	horse.n.01	animal
2411475	2411475.jpg	311281	train	[63, 74, 333, 220]	train.n.01	vehicle
2411485	2411485.jpg	311168	boy	[58, 152, 177, 266]	male_child.n.01	person
2411491	2411491.jpg	1079336	cat	[45, 148, 298, 221]	feline.n.01	animal
2411492	2411492.jpg	1079315	coat	[0, 251, 373, 246]	overgarment.n.01	article of clothing
2411495	2411495.jpg	359005	desk	[7, 216, 353, 238]	furnishing.n.02	instrumentality, instrumentation
2411503	2411503.jpg	3057313	desk	[3, 103, 495, 272]	furnishing.n.02	instrumentality, instrumentation
2411507	2411507.jpg	310842	desk	[131, 155, 244, 181]	furnishing.n.02	instrumentality, instrumentation
2411514	2411514.jpg	3008002	house	[349, 0, 148, 275]	house.n.01	structure, construction
2411515	2411515.jpg	310739	bench	[196, 99, 241, 225]	furnishing.n.02	instrumentality, instrumentation
2411522	2411522.jpg	310620	cat	[273, 59, 225, 253]	feline.n.01	animal
2411523	2411523.jpg	310597	train	[73, 78, 218, 224]	train.n.01	vehicle
2411526	2411526.jpg	3813674	flower	[35, 22, 245, 292]	flower.n.01	plant, flora, plant life
2411528	2411528.jpg	310513	knife	[5, 49, 120, 284]	tool.n.01	tool
2411533	2411533.jpg	310433	dog	[45, 95, 455, 280]	dog.n.01	animal
2411534	2411534.jpg	3050096	man	[67, 139, 134, 340]	man.n.01	person
2411546	2411546.jpg	2966786	airplane	[71, 77, 362, 163]	aircraft.n.01	vehicle
